List Length,Already Sorted Time (s),Almost Sorted Time (s),Completely Random Time (s)
356,0.2017306679917965,0.11599608999677002,0.20209541400254238
357,0.19243783999991138,0.13522160401043948,0.16719877399737015
358,0.11702982000133488,0.1162574039917672,0.13827013899572194
359,0.08930457700625993,0.09686949799652211,0.10801929800072685
360,0.12027058099920396,0.20119928399799392,0.13228790900029708
361,0.12335237700608559,0.18173200100136455,0.1595575009996537
362,0.10889920800400432,0.11118609800178092,0.6776334619935369
363,0.20175755699165165,0.17269749300612602,0.18919625799753703
364,0.18322484799136873,0.12542360000952613,0.1776115899992874
365,0.1723803390050307,0.11683227700996213,0.10582337999949232
366,0.10541173700767104,0.12298971400014125,0.1795721499947831
367,0.19364800899347756,0.11832992298877798,0.17895058399881236
368,0.20253702299669385,0.1377138089883374,0.11306413098645862
369,0.13020022799901199,0.147835636002128,0.16372380600660108
370,0.13197096799558494,0.15612380899256095,0.20254619901243132
371,0.27380144299240783,0.1531160440063104,0.19959728899993934
372,0.12607602299249265,0.11234851100016385,0.1440393599914387
373,0.11030939499323722,0.17220127399195917,0.19616878499800805
374,0.12803867299226113,0.2553786040080013,0.3105114509962732
375,0.17646090101334266,0.15290257899323478,0.18746536500111688
376,0.1817383890011115,0.1257318040006794,0.1526895940041868
377,0.23279413300042506,0.19681398800457828,0.19725870600086637
378,0.17942744499305263,0.2713575150119141,0.15334848201018758
379,0.13200394400337245,0.11571257100149523,0.14203084299515467
380,0.17528593899623957,0.25770591699983925,0.18404965499939863
381,0.15850865199172404,0.11386370500258636,0.17294615399441682
382,0.10549606000131462,0.06864933000179008,0.10692559399467427
383,0.19650014000944793,0.3042731159948744,0.30001405099756084
384,0.19259001000318676,0.11710120098723564,0.1651258490019245
385,0.15945087200088892,0.11281994699675124,0.12157441300223581
386,0.12938202999066561,0.1701066250097938,0.18015170699800365
387,0.18617649198859,0.19830643500608858,0.1923845590063138
388,0.1289552050002385,0.13798639399465173,0.18518917899928056
389,0.13174560001061764,0.1099957239930518,0.16820781500427984
390,0.12406732200179249,0.15264528700208757,0.2536761860101251
391,0.12121475899766665,0.19936469799722545,0.10186561099544633
392,0.09042762601166032,0.12055719099589624,0.15988094700151123
393,0.12976436800090596,0.10933196199766826,0.1315400769963162
394,0.16865051600325387,0.26856232299178373,0.1569511709967628
395,0.20252047000394668,0.16640759899746627,0.17311117799545173
396,0.17741659701277968,0.14399287999549415,0.13955915901169647
397,0.13036551499681082,0.1299636789917713,0.20655778401123825
398,0.13641315599670634,0.20231155400688294,0.1794757820025552
399,0.10634525898785796,0.1109366839955328,0.15296344499802217
400,0.13373059200239368,0.12145456999132875,0.1294490939908428
401,0.2005281090096105,0.15853376800077967,0.1971547879948048
402,0.1725498290034011,0.1867477939958917,0.162855350994505
403,0.14862876699771732,0.1855793069989886,0.18113725799776148
404,0.1489576139865676,0.1985014389938442,0.1184930519957561
405,0.23450896599388216,0.18699254699458834,0.14464287301234435
406,0.11907922600221355,0.14444519599783234,0.19202333300199825
407,0.18668892799178138,0.16972926299786195,0.24788573599653319
408,0.18915743699471932,0.23517762499977835,0.16651473700767383
409,0.16463198501151055,0.1832778250100091,0.19282287399983034
410,0.16836395699647255,0.12585374800255522,0.18589112001063768
411,0.20601927099050954,0.19706442998722196,0.20087715399859007
412,0.13331975501205307,0.140015950993984,0.12716724700294435
413,0.12713952599733602,0.12062033600523137,0.12525161801022477
414,0.11122449100366794,0.18221390100370627,0.17924891199800186
415,0.27526372199645266,0.15871031399001367,0.22339499999361578
416,0.11127600701001938,0.15453926900227088,0.20148586299910676
417,0.11324340199644212,0.190895862004254,0.1751027619902743
418,0.2741450449975673,0.19914205200620927,0.20535884899436496
419,0.15192726999521255,0.2193206090014428,0.22323860100004822
420,0.17791834600211587,0.2319069200020749,0.22670311499678064
421,0.20781466300832108,0.09580399600963574,0.12480476799828466
422,0.1511233069904847,0.1851941129862098,0.20267296599922702
423,0.12848423699324485,0.1310484150017146,0.26557074999436736
424,0.29813559200556483,0.18704001000151038,0.1779478700045729
425,0.16225639700132888,0.18841623200569302,0.11547198799962644
426,0.1541087020013947,0.10946009299368598,0.13105970600736327
427,0.18104117100301664,0.27552173800359014,0.22478641499765217
428,0.13777382699481677,0.12231250300828833,0.17856915399897844
429,0.10893508000299335,0.11064908698608633,0.1715944450115785
430,0.22810034098802134,0.11948325400589965,0.21013675500580575
431,0.2021403210092103,0.10736833499686327,0.13002460000279825
432,0.14912225000443868,0.18680062099883799,0.19707276900589932
433,0.1555935270007467,0.1983564100082731,0.20915204301127233
434,0.26806620800925884,0.19575168399023823,0.15560880900011398
435,0.1927862939919578,0.17352340099751018,0.167251759005012
436,0.18177053199906368,0.14238747999479529,0.19235900900093839
437,0.2927067989949137,0.17824524900061078,0.15261751700018067
438,0.19083636900177225,0.1836166430002777,0.1986811680108076
439,0.1164190739946207,0.12096791999647394,0.2818646100058686
440,0.17919154399714898,0.11989076700410806,0.19541126600233838
441,0.2030345800012583,0.19199824500537943,0.15306589601095766
442,0.1898674420081079,0.2152702169987606,0.2831055010028649
443,0.20290610700612888,0.14660900399030652,0.14671888700104319
444,0.16587734300992452,0.1844852149952203,0.2508422169921687
445,0.21779765900282655,0.18361677999200765,0.27242673900036607
446,0.20199647299887147,0.1927154180011712,0.18537679099244997
447,0.19193159899441525,0.15668087798985653,0.20725315700110514
448,0.19669095501012634,0.3438863949995721,0.19054336300177965
449,0.13198423299763817,0.1561163300066255,0.20024443700094707
450,0.14096172600693535,0.19715571000415366,0.22840750998875592
451,0.22486513399053365,0.21363812001072802,0.19612507699639536
452,0.145933410996804,0.2027937520033447,0.22203671600436792
453,0.1945865689922357,0.29018925898708403,0.3250952399976086
454,0.15249819299788214,0.18613223699503578,0.19349722100014333
455,0.1739364709937945,0.18460419999610167,0.25099812900589313
