List Length,Already Sorted Time (s),Almost Sorted Time (s),Completely Random Time (s)
473,0.3290925420005806,0.2596542719984427,0.23060510300274473
474,0.20625935700081754,0.17173655099759344,0.19861076200322714
475,0.19943075900664553,0.20606518299609888,0.3746445120050339
476,0.1933064530021511,0.2086119680025149,0.22942527799750678
477,0.24968934200296644,0.2323815050040139,0.4321958850050578
478,0.22385684300388675,0.22536199100431986,0.2048135559889488
479,0.19753148399468046,0.1931170879979618,0.138765259005595
480,0.3093423310056096,0.303449825005373,0.1928237270039972
481,0.18603838900162373,0.24671817499620374,0.27327292900008615
482,0.2051544800051488,0.3846826310036704,0.22454170900164172
483,0.21062974199594464,0.19334947000606917,0.2661594539968064
484,0.20863850000023376,0.20037732699711341,0.32057281900779344
485,0.22607855299429502,0.20905668899649754,0.2193170469981851
486,0.19736399500106927,0.19931019000068773,0.37743253700318746
487,0.2861681390058948,0.2242434990039328,0.27917411300586537
488,0.1400522569892928,0.1497390459990129,0.19385408000380266
489,0.18987582600675523,0.2253239069978008,0.25148937400081195
490,0.17735237001033965,0.13599051599157974,0.2266880300012417
491,0.17190217500319704,0.20885541700408794,0.28515866700035986
492,0.3687759210006334,0.2191582460072823,0.24924357898999006
493,0.2505410540034063,0.20391060299880337,0.2237473669956671
494,0.4123661439953139,0.22489909100113437,0.16641671900288202
495,0.18915715500770602,0.17995869100559503,0.20103188100620173
496,0.1817605789983645,0.1947898670041468,0.4803108600026462
497,0.26628688600612804,0.20944196998607367,0.27572338699246757
498,0.22590713200042956,0.22194037400186062,0.17628013600187842
499,0.2980325769894989,0.23211447599169333,0.2678209110017633
500,0.2694850950065302,0.317908652999904,0.19923007299075834
